text,label
"In addition, gate-to-gate is relatively new, but it increases the amount of real estate that we have to sell in advertising and sponsorship deals.",no
One of these HCV areas encompasses 622 hectares in the Jequitinhonha Valley in the state of Minas Gerais near the Araçuaí River Environmental Preservation Area and the Acauã Ecological Station.,no
"Focusing in on viable technologies We will co-develop decarbonised fuel types together with technology developers, researchers, investors, customers and other shipping companies and logistics providers.",yes
I think that the environment has obviously been very favorable for all of the carriers.,no
"Social review continued Fairness Our commitment is to ensure everyone working on our behalf, in an environment we control, is given equal opportunities, protected from discrimination and paid at least the Foundation Living Wage.",no
"A green podium roof, highly efficient chilled water plant, heat recovery, low-loss transformers and state-of-the-art UPS systems are among the many features designed for environmental sustainability.",yes
"So, again, our view is that dual fuels would be seeing the impact seen maybe 2014 beginning 2015 depends on the conversion timing and it would probably be a couple of years later before you'd see the Ashkelon project.",no
"The flaring down project of the M’Boundi field was completed during the year with a decrease of approximately 64 mmcf in daily volumes of gas flaring, thus achieving the zero flaring target in the area.",yes
"So we're expecting to be able to continue to increase our capability to generate revenue, while strengthening -- shrinking our footprints.",yes
"And then finally, we're really -- we're benefiting from disciplined cost management, and part of that is just a maniacal focus on cost and the restructuring benefits.",no
Providing safe and reliable power to customers is our top priority.,no
"Since the beginning of the pandemic, Reliance has supplied over 55,000 MT of medical grade liquid oxygen across the country.",no
"But they're certainly interested in energy efficiency and we think down the road, it'll be a plus.",no
"And basically, what we're doing is getting ready for the growth that we think will start kicking off in this 3- to 5-year horizon.",no
